Hours Studied,Previous Scores,Extracurricular Activities,Sleep Hours,Sample Question Papers Practiced,Performance Index
6.5,87.0,No,8.8,3,55.37
3.8,77.9,Yes,4.7,9,51.43
3.2,91.6,No,8.9,9,57.98
9.0,86.3,No,4.1,8,66.67
7.0,46.6,No,6.6,9,41.48
6.2,62.5,No,7.9,4,37.55
3.8,85.7,Yes,8.0,8,59.94
1.4,64.6,No,7.7,5,33.05
1.2,97.4,No,6.6,4,50.02
5.4,83.4,Yes,7.3,4,48.77
7.1,40.9,No,7.5,2,30.82
5.3,91.9,No,6.5,9,65.24
7.7,45.9,Yes,7.0,9,43.94
1.3,48.3,No,8.2,1,21.92
3.9,83.3,No,5.6,4,48.91
2.9,91.0,Yes,6.6,9,57.97
4.6,71.6,Yes,4.0,4,41.32
1.6,57.1,No,7.4,2,27.74
8.6,60.7,Yes,5.0,2,46.15
2.8,60.2,No,6.4,9,33.37
8.4,59.3,Yes,5.1,4,51.25
4.4,54.3,Yes,4.1,1,26.26
8.9,75.9,Yes,6.4,1,59.73
5.4,93.1,No,6.1,1,60.05
8.4,58.1,No,6.1,8,47.73
1.0,51.0,No,5.0,1,25.16
7.0,89.5,Yes,8.7,5,62.95
8.2,83.8,No,4.0,9,62.18
2.1,94.9,Yes,8.5,4,50.53
1.8,49.8,Yes,7.7,9,31.02
4.4,48.5,Yes,4.9,5,28.71
8.5,71.9,Yes,6.4,9,57.42
5.3,76.3,Yes,8.9,2,50.51
5.2,68.3,Yes,7.2,8,49.74
2.1,75.3,Yes,4.6,7,49.5
1.0,50.6,No,6.3,7,29.74
7.5,68.3,Yes,6.3,3,53.32
1.7,78.8,No,8.0,2,40.77
6.1,65.5,No,8.6,1,42.11
8.3,80.1,Yes,4.4,1,57.8
2.7,66.6,No,5.6,7,37.25
6.3,59.7,No,5.5,9,43.21
1.6,57.9,Yes,9.0,1,29.4
5.8,64.2,No,6.8,4,40.53
2.3,41.4,No,8.4,2,17.29
6.9,79.4,No,6.1,8,62.56
3.4,89.9,No,7.6,9,52.17
4.7,60.9,Yes,5.4,3,35.24
5.8,42.7,Yes,8.6,3,37.53
2.4,98.2,Yes,6.3,7,57.9
6.9,55.6,No,8.0,9,51.58
3.4,47.5,No,5.3,7,25.08
6.3,61.8,No,7.5,7,46.72
2.3,83.6,Yes,6.0,2,49.41
6.5,57.3,Yes,4.2,1,36.01
2.0,73.9,No,6.1,2,45.13
4.4,64.5,No,6.8,6,40.66
3.0,46.9,Yes,4.8,8,32.45
7.0,59.5,Yes,4.9,8,45.32
3.1,82.8,Yes,6.3,6,57.2
8.1,76.1,Yes,5.7,2,57.4
8.1,47.1,No,6.2,9,51.65
2.6,49.6,No,6.3,4,31.65
5.9,77.8,No,4.7,5,55.69
1.7,88.0,No,4.9,1,40.99
4.1,60.6,Yes,8.2,9,44.03
6.7,75.1,Yes,4.8,1,49.8
6.3,50.1,No,7.3,7,39.37
6.0,58.4,No,6.1,9,45.24
3.3,41.2,Yes,8.8,3,21.7
4.0,85.3,Yes,4.3,2,50.46
1.8,63.7,Yes,8.2,8,38.53
6.8,88.2,Yes,6.5,4,58.01
5.0,81.8,No,4.0,1,52.27
6.7,88.9,No,5.3,8,64.43
3.0,56.9,No,6.0,6,37.06
3.6,50.9,No,5.6,6,33.52
3.7,97.3,No,5.8,4,51.26
1.2,82.3,Yes,8.6,6,43.81
3.7,89.2,Yes,5.8,2,59.88
7.4,40.8,No,6.1,6,38.41
8.2,60.9,No,7.8,2,40.23
5.1,83.8,Yes,8.0,6,59.53
4.6,44.6,No,4.4,9,29.01
1.2,73.5,No,7.5,7,32.42
8.0,65.3,No,6.4,4,56.67
1.1,41.0,No,4.7,1,15.35
8.6,53.9,No,5.3,9,48.95
4.9,56.8,No,4.2,1,28.83
3.7,46.6,Yes,5.8,5,25.51
8.4,77.3,No,5.3,7,53.69
1.2,54.3,No,5.9,6,33.4
5.7,56.4,No,6.9,3,31.54
5.4,93.0,No,7.7,8,70.21
2.8,67.6,No,7.0,7,36.89
4.4,63.1,Yes,7.4,9,40.7
6.2,82.7,Yes,8.3,1,55.58
6.8,93.7,No,8.4,8,65.25
1.0,41.5,No,8.3,4,19.31
8.5,66.4,No,4.8,7,50.1
2.3,76.0,No,5.3,7,42.86
2.9,58.8,No,6.5,4,30.22
3.1,85.6,No,5.8,8,56.28
1.3,97.3,Yes,4.7,1,52.86
2.0,95.7,No,5.4,5,54.52
8.9,55.7,Yes,8.9,4,53.11
3.5,53.4,Yes,5.7,4,33.86
1.9,96.5,Yes,6.1,3,54.75
1.9,67.1,Yes,4.0,1,33.31
6.8,52.3,Yes,7.6,5,38.94
7.8,81.7,Yes,6.1,8,61.09
3.1,56.8,Yes,4.5,6,35.4
1.2,55.8,Yes,8.8,1,31.29
2.8,91.9,No,7.9,5,56.52
1.5,49.6,No,7.6,6,28.49
1.8,43.8,No,8.8,9,22.14
4.5,55.9,No,6.0,9,41.37
2.8,75.8,No,7.6,5,43.02
5.1,47.3,No,5.0,3,31.29
3.0,67.8,Yes,7.5,6,44.77
8.5,77.0,Yes,4.1,8,57.42
8.2,90.1,No,4.6,5,66.15
5.5,53.6,No,6.1,8,40.77
3.8,88.2,No,4.1,1,53.94
4.0,53.9,No,6.3,8,34.3
4.3,79.9,Yes,6.6,2,49.2
6.8,65.4,No,7.1,7,50.42
4.6,46.8,No,4.5,2,25.93
7.9,82.1,No,4.9,3,56.14
8.6,52.8,No,7.1,5,42.62
3.7,50.4,Yes,7.3,7,33.98
5.5,61.1,Yes,4.1,9,52.74
1.8,78.5,Yes,6.7,5,44.34
2.6,53.8,Yes,7.9,1,31.21
4.3,50.8,Yes,4.3,3,32.04
2.6,40.6,No,6.1,5,21.17
8.0,67.8,No,5.6,3,50.28
2.3,65.3,No,8.6,8,42.74
4.6,53.8,No,4.9,8,37.05
5.8,43.2,Yes,5.6,1,29.41
6.5,65.3,Yes,8.5,8,50.89
4.1,86.5,No,5.7,4,48.55
8.0,82.2,Yes,6.7,6,67.33
5.5,90.8,No,4.2,8,59.62
4.5,40.6,No,8.9,2,31.68
1.5,97.0,Yes,8.1,8,59.18
4.7,60.1,No,7.2,7,46.97
7.6,98.4,Yes,4.3,4,68.6
5.9,54.9,No,4.4,5,35.55
7.7,67.8,Yes,6.7,6,58.0
5.0,60.9,Yes,5.4,3,37.74
1.9,61.0,No,7.1,2,36.05
1.1,89.7,No,7.0,2,48.3
3.4,84.0,No,8.2,4,56.32
6.6,98.5,No,5.4,7,64.44
7.3,76.2,No,6.9,1,56.41
3.4,67.3,No,7.9,1,34.8
5.0,45.3,No,6.5,4,20.8
4.4,98.8,No,8.2,9,69.25
4.3,72.5,No,4.7,5,45.07
2.9,81.3,No,7.7,1,48.64
2.1,64.0,No,8.7,3,34.88
2.6,72.3,Yes,5.7,6,43.47
1.4,95.6,Yes,5.8,3,58.2
2.6,49.8,No,4.4,6,28.39
1.1,57.2,No,7.2,6,27.81
6.0,49.0,No,6.8,5,35.78
3.5,86.7,No,4.2,5,52.18
8.8,43.7,Yes,7.8,9,33.59
2.5,44.8,Yes,8.1,3,27.39
3.8,57.6,No,8.5,7,43.43
3.9,70.3,No,6.7,4,42.55
1.1,64.0,No,6.3,2,28.47
7.7,42.6,Yes,8.4,3,38.67
1.3,96.5,No,6.0,3,57.81
8.5,96.2,Yes,7.3,3,72.72
8.1,56.5,No,7.1,3,45.32
5.3,83.2,No,5.9,6,53.69
5.3,74.1,No,4.4,6,45.15
6.2,54.0,No,4.1,9,41.92
4.1,55.5,No,6.1,8,37.54
6.2,69.0,Yes,6.4,7,43.77
1.4,64.7,No,8.1,2,29.17
1.4,57.2,Yes,6.1,2,33.05
4.7,87.6,No,5.4,1,51.16
5.4,68.4,No,6.3,7,37.84
8.1,78.6,No,5.2,7,66.52
1.8,51.2,Yes,4.5,1,20.81
7.6,71.5,Yes,4.6,6,53.08
2.7,58.8,Yes,5.6,7,40.54
4.2,71.1,Yes,4.1,1,38.97
3.5,86.1,Yes,5.1,6,45.93
4.2,85.4,No,7.9,9,57.97
2.2,60.9,No,5.2,1,33.11
5.0,81.0,No,4.6,2,47.69
7.4,95.5,Yes,8.7,2,66.96
4.5,76.9,Yes,7.1,3,44.51
4.9,48.8,Yes,4.3,4,29.0
7.8,80.1,Yes,4.3,7,60.07
6.6,46.2,Yes,7.1,3,38.65
4.9,91.5,Yes,6.7,7,62.35
3.1,70.5,No,4.3,5,44.76
8.1,62.7,No,5.1,5,55.5
5.6,43.4,No,8.6,7,37.66
2.8,62.5,No,6.9,7,31.39
3.2,93.3,Yes,6.2,7,57.3
7.4,41.2,No,5.3,9,41.11
1.4,68.0,Yes,4.7,1,32.87
8.9,94.9,Yes,6.0,1,62.53
2.0,63.3,Yes,8.6,3,33.22
7.4,65.3,Yes,4.2,6,41.49
4.2,74.1,No,9.0,2,43.95
4.9,67.3,No,5.0,9,44.21
8.0,49.9,No,6.0,1,36.86
4.3,41.1,Yes,4.2,5,32.33
5.3,76.0,No,6.9,7,46.88
1.4,94.3,No,6.4,3,47.18
1.0,46.3,No,7.3,2,15.28
3.0,52.4,No,6.7,3,33.23
6.4,61.8,No,6.0,7,50.74
2.0,87.7,No,7.7,1,47.87
1.9,55.9,No,4.1,8,32.59
4.3,92.0,Yes,6.7,3,52.72
6.2,43.2,Yes,4.6,5,34.53
6.7,95.5,No,6.2,5,61.04
2.4,73.1,No,8.0,6,43.07
1.6,78.9,No,4.7,7,42.52
8.5,61.7,No,8.7,1,45.22
3.1,86.1,Yes,8.4,6,54.19
7.8,49.8,No,6.1,2,41.2
7.9,42.9,Yes,4.0,3,43.12
7.2,63.3,No,7.9,5,50.34
2.4,90.4,Yes,8.4,1,59.87
7.6,84.5,No,4.9,7,63.01
7.2,70.5,Yes,8.6,1,58.06
5.8,73.8,No,8.6,8,55.26
3.7,47.7,No,6.4,6,31.14
3.1,89.6,Yes,8.0,1,51.33
2.0,86.4,No,6.2,7,51.08
5.1,78.7,No,6.8,3,51.79
5.7,67.5,Yes,5.6,7,43.38
3.9,96.9,No,4.8,8,63.95
4.8,91.9,Yes,7.7,3,53.18
3.9,78.0,Yes,4.0,5,51.49
6.1,61.9,No,6.9,2,44.24
8.2,76.5,No,8.3,2,62.02
2.3,74.0,Yes,5.1,1,36.04
4.1,63.3,Yes,5.7,3,35.3
2.1,58.1,No,6.9,4,35.58
6.0,64.0,No,5.2,3,38.6
6.8,73.9,Yes,8.2,8,52.9
8.5,65.3,No,5.8,1,49.26
3.2,55.6,Yes,6.9,5,34.48
8.6,84.9,Yes,5.1,7,67.22
1.5,71.4,No,4.2,9,42.61
5.8,44.0,No,4.9,1,30.88
1.5,61.7,Yes,4.2,9,35.76
8.2,92.2,No,6.3,9,70.63
5.2,84.6,Yes,6.9,4,56.04
6.4,59.1,No,4.2,5,42.16
7.7,95.4,Yes,4.5,6,63.87
2.2,44.5,No,6.4,4,26.01
1.3,96.7,Yes,8.0,6,59.99
8.0,54.5,No,7.1,5,47.18
3.5,40.5,No,4.5,3,24.57
2.0,65.6,Yes,8.4,3,32.75
4.7,61.2,Yes,8.6,9,40.05
5.8,71.8,No,5.6,5,52.12
1.2,87.0,Yes,7.1,3,47.17
3.2,89.7,No,6.5,8,56.48
1.3,63.7,No,8.7,8,37.1
4.4,65.4,No,6.5,3,41.17
8.2,48.7,No,8.8,7,46.35
8.9,42.8,No,5.0,9,41.65
6.1,77.8,No,5.7,3,44.01
2.3,43.8,No,7.9,8,29.33
8.2,83.3,No,7.9,1,61.87
5.1,71.8,Yes,7.7,3,42.69
2.2,51.7,No,8.3,4,23.46
8.4,71.8,No,7.5,3,57.97
7.1,50.8,Yes,7.2,9,49.18
6.9,65.9,Yes,6.3,5,39.03
6.7,87.2,No,6.3,3,60.69
2.6,67.3,No,6.0,3,35.79
2.7,48.8,Yes,7.1,2,27.22
6.5,82.7,No,6.0,6,58.63
2.8,51.0,Yes,4.7,9,30.05
4.5,83.6,Yes,4.5,7,57.94
7.3,68.3,No,8.6,2,46.41
7.3,66.8,No,4.1,9,55.08
4.6,90.2,No,4.5,3,58.79
7.3,81.8,No,6.2,7,57.03
7.7,41.9,No,5.3,7,33.77
6.2,57.5,Yes,6.0,4,42.65
2.8,91.4,No,4.6,4,57.95
3.2,41.1,Yes,4.7,2,20.22
3.5,72.2,Yes,8.0,2,41.79
1.9,82.9,No,7.8,2,45.6
3.2,76.7,Yes,4.5,5,48.91
2.7,84.9,No,7.3,3,50.06
4.6,82.8,Yes,7.0,7,56.34
8.3,80.8,Yes,7.6,7,63.07
1.8,88.5,Yes,6.4,6,52.85
6.8,78.1,No,5.3,8,44.5
6.5,63.7,Yes,7.3,4,54.6
1.8,67.8,No,5.9,9,38.92
8.4,82.3,No,5.1,5,62.09
5.5,91.7,Yes,6.0,4,69.41
3.9,56.1,No,7.8,3,30.97
7.1,60.2,No,6.4,9,57.82
3.1,94.9,No,5.5,4,57.95
6.5,74.1,Yes,8.2,9,59.6
1.3,50.6,Yes,8.4,1,26.87
7.7,79.2,Yes,6.2,5,56.38
4.6,98.5,No,5.9,1,52.09
6.1,88.6,No,7.1,9,58.69
2.8,84.0,No,4.3,7,53.99
6.4,52.3,No,7.5,9,38.85
7.2,91.7,Yes,7.9,5,60.01
4.8,71.0,No,6.0,9,48.85
5.9,92.5,No,4.9,4,62.78
4.7,59.5,No,4.1,3,36.51
8.2,43.7,Yes,7.2,2,39.98
5.0,68.1,No,5.3,4,48.26
7.7,55.9,No,6.3,3,45.1
7.4,82.2,Yes,5.9,9,63.3
4.3,96.5,No,4.9,8,59.76
2.8,80.8,No,6.5,1,47.06
4.2,92.3,No,6.3,2,56.24
7.6,66.7,Yes,7.1,3,47.37
2.8,85.5,Yes,5.3,6,56.98
5.2,89.7,Yes,5.1,5,60.41
7.4,81.9,No,8.1,5,62.63
3.8,70.0,No,7.5,6,42.78
6.1,76.9,No,7.9,8,60.57
3.0,81.3,No,4.6,1,37.52
1.9,54.9,Yes,5.1,5,36.89
7.4,87.8,No,6.9,6,55.84
1.8,96.1,Yes,8.3,6,51.23
3.2,67.4,No,8.5,9,44.99
7.8,81.4,No,8.2,7,60.16
3.8,83.5,No,4.2,4,48.09
8.8,79.1,No,8.1,7,61.12
8.8,72.3,Yes,8.5,7,57.83
3.1,92.0,No,4.3,6,55.86
1.3,66.5,No,6.1,8,36.85
6.6,43.6,No,6.7,8,40.38
4.6,89.8,No,5.2,6,57.6
1.8,79.8,Yes,6.6,2,41.44
6.7,90.1,Yes,8.4,5,67.68
1.2,48.2,Yes,8.3,1,15.33
8.0,41.8,Yes,8.7,9,31.85
2.1,95.1,No,6.4,4,46.77
2.0,48.7,Yes,6.1,1,22.62
2.4,87.8,No,7.3,3,50.57
8.7,88.6,Yes,6.1,2,54.7
6.5,81.8,No,4.2,9,59.29
7.4,47.7,No,7.6,7,39.4
4.2,79.4,Yes,5.4,6,52.09
3.7,92.5,No,4.2,4,46.97
2.9,65.1,No,4.1,4,46.56
4.8,64.4,Yes,8.7,7,46.44
5.4,66.1,No,5.3,8,41.85
6.1,44.9,Yes,6.2,4,34.76
3.1,92.6,Yes,8.8,7,64.8
8.6,91.3,No,6.3,3,61.03
2.4,98.9,Yes,4.4,9,54.7
8.7,74.5,No,6.8,3,56.16
1.1,84.3,Yes,4.4,3,43.93
4.8,52.0,Yes,4.5,2,36.02
3.7,79.4,No,8.3,3,53.4
4.6,78.3,No,5.4,8,55.18
5.6,93.2,No,7.4,2,53.82
4.5,89.0,Yes,6.5,1,50.26
4.3,95.4,No,5.1,5,55.87
6.9,91.3,No,6.6,8,69.06
6.5,91.3,No,4.3,6,64.93
7.7,43.8,No,5.7,2,39.36
3.0,89.9,No,6.6,9,58.52
5.9,75.8,Yes,5.1,4,49.44
5.7,62.4,Yes,7.3,3,42.7
4.0,43.3,Yes,4.3,4,21.45
4.9,80.0,No,6.4,3,52.69
3.5,59.4,Yes,7.6,8,37.82
2.1,67.6,No,6.1,1,39.05
2.7,80.2,Yes,8.4,1,47.96
1.8,93.8,No,7.2,9,63.7
6.5,88.7,Yes,8.8,7,66.68
6.3,66.6,No,5.4,9,51.64
8.6,62.9,Yes,8.7,3,50.89
6.8,54.1,No,7.0,3,38.26
1.4,62.0,No,7.7,2,29.38
8.1,46.6,No,8.5,2,42.12
7.9,97.3,Yes,6.8,9,69.14
4.5,73.9,Yes,8.3,2,47.36
5.7,47.5,No,6.7,4,26.96
8.8,60.8,Yes,7.0,4,52.5
5.3,72.3,Yes,6.2,9,50.87
8.2,71.4,No,4.7,3,54.78
1.7,42.1,Yes,6.8,2,17.25
2.5,96.1,Yes,8.9,3,55.41
4.5,56.2,No,7.9,9,42.97
5.7,41.0,Yes,7.7,5,32.87
7.5,44.5,Yes,7.2,5,45.09
8.9,74.2,No,5.7,7,57.77
4.1,48.1,Yes,4.8,1,26.12
1.4,42.5,No,5.1,5,24.92
7.4,62.4,Yes,4.0,9,49.81
5.8,76.7,No,7.4,6,51.73
2.6,46.6,No,8.1,8,30.59
5.0,58.5,No,5.3,8,40.37
6.9,64.6,Yes,4.5,1,43.97
7.2,49.4,Yes,5.7,8,39.95
5.0,69.9,No,5.5,6,51.84
3.4,45.0,Yes,6.3,4,27.22
8.8,42.7,No,5.3,3,34.9
6.3,70.7,No,5.7,5,48.26
4.3,54.6,No,8.5,5,37.28
3.2,45.6,Yes,5.7,7,35.7
6.8,65.0,Yes,7.9,9,52.32
2.9,94.0,No,7.1,1,48.94
2.4,82.7,No,5.7,9,57.72
5.2,88.1,No,8.1,3,57.15
3.3,91.4,No,7.0,6,55.33
6.0,97.4,No,4.0,6,65.21
1.9,85.0,No,4.3,4,40.83
6.2,75.9,Yes,7.8,2,52.16
3.3,61.6,No,6.2,5,39.63
1.0,50.7,No,6.0,3,27.63
2.0,80.5,Yes,4.7,4,43.51
8.5,98.7,No,4.8,6,72.86
7.9,67.6,Yes,8.0,7,60.64
2.9,82.7,No,8.1,2,46.8
7.2,69.2,Yes,6.8,3,54.09
5.9,65.5,Yes,5.5,7,49.95
8.8,64.2,No,8.7,5,50.25
4.0,69.8,No,7.1,4,39.22
6.5,61.6,No,8.0,4,48.75
1.5,84.2,Yes,4.0,9,38.89
4.2,91.6,No,6.3,9,57.4
8.7,92.1,Yes,8.4,7,66.89
5.3,53.4,Yes,5.7,1,39.16
3.3,92.9,Yes,7.6,1,59.79
2.0,60.2,Yes,7.3,3,29.91
6.6,58.2,No,4.8,3,51.88
6.2,82.9,No,7.9,7,64.38
4.0,58.0,Yes,4.6,2,35.48
8.6,43.1,No,7.6,8,47.85
1.2,62.0,Yes,9.0,1,28.49
3.4,82.6,No,8.8,8,51.92
8.4,59.3,No,8.0,9,53.75
3.6,77.1,Yes,6.7,5,45.61
3.0,78.9,No,7.4,4,40.93
5.3,83.3,Yes,7.6,6,53.76
7.6,92.9,No,4.0,6,65.36
1.8,65.5,Yes,4.5,8,40.46
8.5,49.8,No,7.0,8,44.09
7.4,58.8,No,4.0,1,34.55
2.5,65.5,Yes,8.5,9,44.42
6.7,82.1,Yes,6.4,1,60.98
4.1,40.8,No,5.3,3,21.54
4.2,58.6,Yes,6.0,7,46.86
7.3,86.0,Yes,8.3,5,67.05
8.7,79.6,No,8.6,6,58.54
2.0,83.2,No,4.6,8,45.58
4.4,87.9,Yes,7.9,4,55.25
4.8,86.2,Yes,6.9,4,55.56
4.0,80.2,No,6.9,8,42.59
3.9,65.9,Yes,7.9,3,38.37
1.4,98.0,No,5.1,6,52.0
6.5,73.6,No,6.7,4,58.78
4.5,52.0,No,5.6,6,35.35
2.6,57.3,Yes,4.5,4,29.06
7.5,80.9,Yes,4.5,2,55.53
7.4,94.6,Yes,4.7,3,67.76
4.9,50.5,No,7.1,8,35.27
3.4,44.9,No,4.5,1,20.65
6.1,92.0,Yes,6.9,6,62.3
3.3,94.0,No,6.9,9,61.56
2.9,56.3,No,8.5,1,24.68
6.8,62.3,Yes,7.1,4,42.67
1.3,79.0,Yes,8.9,7,42.64
1.8,59.5,Yes,4.2,6,28.62
1.1,91.8,No,7.5,6,47.2
2.2,46.3,No,4.1,9,30.81
1.6,42.2,No,7.6,8,27.83
9.0,52.3,Yes,5.9,5,47.75
3.3,56.9,Yes,7.1,2,34.19
2.2,46.7,No,5.5,3,20.42
2.9,43.9,No,4.8,3,14.64
8.5,84.6,No,7.6,4,63.79
5.2,49.7,No,8.5,2,33.92
3.9,93.9,No,4.9,8,56.82
8.0,61.7,Yes,8.6,8,49.03
4.2,79.6,No,4.7,8,46.33
3.7,53.3,No,7.7,5,33.92
2.7,54.2,Yes,8.8,6,34.3
4.0,73.9,No,4.7,6,50.87
3.5,73.1,Yes,6.2,7,44.03
6.4,85.4,No,5.7,1,54.18
3.3,84.7,No,5.9,3,48.96
5.6,79.6,No,7.8,3,50.09
1.5,66.5,No,7.3,7,40.6
2.5,92.5,Yes,8.8,6,61.64
4.3,76.7,No,4.9,9,46.44
8.5,98.4,Yes,6.7,9,74.85
4.0,88.3,No,6.2,9,63.05
6.3,42.6,Yes,8.6,4,35.78
3.0,58.9,No,4.1,3,32.44
2.0,73.7,Yes,8.9,4,43.93
1.5,82.6,Yes,6.4,3,47.29
3.4,72.5,Yes,7.1,7,48.6
2.3,86.4,No,5.8,3,48.06
2.4,56.7,Yes,8.3,1,30.63
7.1,50.9,Yes,6.8,8,49.24
1.1,43.2,Yes,7.3,6,21.89
5.5,73.8,Yes,7.2,5,51.35
4.0,80.6,Yes,5.8,8,59.9
5.1,59.2,No,4.4,8,42.63
5.5,76.2,Yes,8.0,3,51.33
3.5,43.1,No,5.4,3,26.72
3.4,45.9,Yes,8.2,7,32.22
6.9,81.4,No,7.0,3,53.27
8.0,61.7,No,5.8,9,52.44
2.5,79.6,Yes,7.0,8,46.57
1.8,89.1,Yes,7.2,8,60.99
8.2,90.3,Yes,7.5,9,72.31
3.8,50.2,Yes,8.1,8,31.98
5.4,68.7,No,4.8,4,43.29
3.9,83.3,No,8.7,7,56.8
2.0,85.7,No,6.1,6,44.27
5.7,86.3,Yes,8.3,1,67.57
5.2,53.5,Yes,5.1,5,31.8
2.6,51.4,Yes,4.1,2,30.84
4.6,74.8,No,6.9,9,49.42
7.4,83.7,No,5.6,3,55.09
5.7,58.8,Yes,8.9,7,47.43
1.8,46.2,No,4.5,2,18.74
5.4,82.3,Yes,4.2,7,62.99
6.6,57.7,No,4.2,4,35.45
7.3,49.8,Yes,5.1,6,43.83
6.0,48.7,No,6.9,9,38.17
2.2,58.6,Yes,6.5,8,37.4
6.7,75.0,No,5.8,9,58.24
6.4,61.1,Yes,4.4,5,38.09
1.2,41.2,Yes,5.2,5,21.22
4.3,45.7,Yes,4.9,4,34.19
3.7,57.1,No,7.7,9,40.6
6.4,78.9,No,7.9,8,56.33
2.7,45.8,Yes,7.9,6,23.11
5.7,73.1,No,8.8,6,53.53
8.3,47.1,No,8.4,6,49.68
7.4,52.5,Yes,6.5,6,46.49
8.4,50.2,Yes,6.1,7,50.19
8.8,44.0,No,8.6,6,45.41
1.1,79.6,No,7.1,8,43.13
6.0,67.3,Yes,5.5,7,50.01
4.3,89.0,Yes,6.8,2,58.48
7.9,45.8,Yes,9.0,4,34.16
3.0,48.5,No,8.2,7,33.17
8.8,58.1,Yes,5.4,2,52.27
5.9,85.2,No,8.8,4,57.39
7.3,58.0,Yes,8.9,2,48.11
1.7,64.1,Yes,5.2,2,30.61
2.5,57.8,Yes,8.5,7,36.49
7.1,44.7,No,8.4,2,33.38
1.2,95.4,Yes,4.2,4,53.41
7.5,72.4,No,7.3,7,55.38
1.1,86.5,Yes,5.5,6,41.47
6.3,78.8,No,7.4,4,51.22
3.9,70.3,Yes,8.6,9,56.9
5.9,45.3,No,6.5,5,35.77
6.6,77.9,No,6.1,2,43.81
3.7,49.2,Yes,8.6,7,39.22
1.9,64.4,Yes,8.9,2,30.37
1.6,77.1,No,4.3,8,46.86
5.7,86.2,Yes,8.6,7,66.68
5.2,80.4,No,4.4,9,55.54
6.9,79.6,Yes,5.7,6,54.7
5.1,48.8,No,7.8,7,32.84
4.4,60.4,No,7.9,9,45.07
4.2,42.5,Yes,7.6,7,26.59
1.2,82.4,No,4.2,9,44.05
3.7,96.2,No,4.7,8,62.25
8.8,55.6,Yes,8.7,5,46.74
8.0,45.2,Yes,4.4,7,46.62
3.6,68.1,No,4.4,7,38.13
5.7,90.5,Yes,8.2,1,46.0
7.8,72.6,No,7.2,4,50.96
4.5,42.8,No,5.8,5,29.53
1.1,97.5,Yes,4.8,6,58.03
1.6,88.9,No,8.4,7,49.66
5.1,47.8,Yes,8.9,5,34.33
8.8,94.4,No,4.2,2,66.7
6.5,66.6,Yes,6.8,5,56.49
1.6,61.9,No,5.3,5,33.72
2.5,67.2,No,8.2,7,38.5
7.2,89.2,No,5.7,3,69.37
7.7,78.9,Yes,7.6,1,57.05
5.9,43.5,Yes,6.7,6,26.63
6.2,96.5,Yes,6.7,7,62.52
1.2,48.7,Yes,8.3,8,30.75
7.6,84.0,Yes,6.4,7,57.0
7.3,77.5,No,8.2,7,60.67
3.1,51.1,No,5.8,7,28.13
6.7,50.1,Yes,4.9,1,40.68
2.7,91.3,Yes,6.3,9,58.49
1.3,64.8,No,6.5,9,30.41
2.6,78.6,No,6.4,7,50.51
2.4,69.7,No,8.0,9,48.79
3.7,82.9,Yes,6.8,4,46.33
4.3,68.3,No,8.4,7,42.6
5.1,57.0,No,6.6,2,38.08
4.8,61.4,Yes,5.1,6,44.98
3.2,90.7,No,4.6,2,60.2
1.2,67.6,No,8.3,3,37.95
5.8,52.6,Yes,4.3,1,44.77
4.2,95.1,No,4.6,7,60.01
3.4,87.0,No,4.3,2,50.53
7.9,43.3,No,6.1,3,33.38
7.0,98.9,No,6.7,1,63.17
7.9,81.0,Yes,4.1,3,59.38
5.0,49.5,No,6.6,4,30.57
2.0,54.0,No,6.0,7,20.25
6.6,80.9,No,7.9,6,55.22
2.6,86.0,Yes,8.1,1,53.09
4.5,54.1,Yes,7.4,4,36.75
1.5,55.2,No,6.4,9,31.96
7.6,58.1,No,5.1,3,40.26
2.0,75.3,No,8.2,6,44.61
8.2,50.1,Yes,5.7,2,47.66
7.9,46.2,Yes,5.8,5,45.89
4.7,80.1,Yes,8.6,9,58.42
7.0,86.0,No,8.9,2,55.7
6.0,69.6,No,8.5,3,54.49
7.4,61.5,No,9.0,2,49.87
4.5,65.5,Yes,8.3,2,35.94
7.3,62.9,Yes,7.5,6,43.25
4.7,96.6,No,5.5,6,56.02
8.5,85.3,No,8.8,5,63.04
4.9,52.3,No,8.4,2,37.15
4.7,62.7,Yes,5.2,1,42.25
7.3,72.1,No,6.4,3,52.8
7.6,76.2,Yes,4.4,3,54.71
5.4,67.6,No,8.8,9,59.36
2.4,87.8,No,6.9,4,49.86
4.7,85.3,No,5.2,9,56.97
8.7,69.8,No,5.5,1,49.7
7.0,90.4,Yes,8.9,3,73.12
7.5,84.3,Yes,7.1,1,62.33
1.3,85.9,No,6.1,6,42.82
4.7,96.4,Yes,6.5,1,55.0
6.2,55.7,Yes,4.5,2,32.04
7.6,55.8,No,4.4,9,46.14
1.4,92.4,No,7.0,1,41.55
7.8,85.6,No,6.6,4,57.04
5.4,94.7,Yes,5.8,6,68.16
2.6,43.7,No,6.8,2,25.58
3.5,77.0,Yes,4.4,1,50.08
3.3,48.5,Yes,8.7,4,24.57
5.2,69.7,Yes,5.5,3,42.03
1.4,49.2,Yes,4.4,7,24.38
2.3,47.6,No,4.8,7,33.3
7.5,40.7,No,4.5,7,35.83
2.1,77.2,No,4.9,9,52.91
2.9,61.2,No,6.1,9,41.02
4.6,46.2,Yes,7.7,4,31.62
5.1,59.0,Yes,5.4,9,46.41
